source_node,destination_node
855639,1542943
311924,577268
757032,1551388
58519,209202
1435815,1400369
998155,1537683
690675,1134193
471033,1546121
1075325,896080
325271,1351540
1618164,299103
45097,1036560
189188,374641
1852804,1780389
174741,372557
1211397,1578752
1087361,1016498
1506142,1091732
213081,1001805
1364129,1351666
930228,1196098
339181,1524091
41311,1100171
1304913,1818043
788104,1634916
882408,1463921
885063,1041712
183593,512862
1198366,390482
1077719,619854
1449192,1320274
183578,1039641
1470009,501892
1366792,223092
1450111,1248767
1169368,1861153
111979,1569480
438596,390258
713977,1053374
620427,1119655
1797137,746173
548741,1513193
1448778,1256209
1849297,774155
1804670,1503880
1135181,750180
1652741,1425699
625837,1829688
867223,1720211
1009870,1580416
27217,417555
371701,1742145
145933,537466
845920,715624
1081397,1567836
1805046,123842
552629,1564948
1390803,1164642
758648,1606664
1424511,675639
1347750,906331
1153056,223478
1325380,482710
750354,1695058
372457,955052
1819546,369042
1226363,849175
168744,1766818
787049,852821
719957,1511551
1186564,365217
1563690,997199
927093,210873
773953,984247
48083,1566917
347479,961614
1775962,126463
73174,1816561
35095,900505
1412113,56245
1262717,386570
46586,998026
117452,756627
273467,1843080
205798,1363998
862383,1135129
1675554,1589287
1220279,488723
955255,400545
1640911,1646411
792601,1235581
1327782,952058
969452,1495795
1557111,1512558
1004711,1614871
1124963,1355905
808626,141995
1444311,916095
964761,1827009
287872,1186675
1692359,290590
1731543,633052
61209,516196
556873,1648251
1662503,1122042
416789,1429909
888765,353431
780404,1479702
214274,364990
1633620,965533
1303238,1232195
1018732,528822
730930,1056681
58792,922361
1139636,880948
110298,459228
333806,617985
123829,631066
477269,1669938
760542,313223
986181,479313
1343129,337708
46743,348139
513012,842232
488701,1805374
305357,662371
230940,878492
273247,1789141
1690565,837715
1139237,811951
101589,467615
1185279,365405
280574,777379
1537366,1826057
402115,862716
559897,949383
391783,603026
681461,1099867
1293909,142266
665371,518456
1106916,961985
753736,736620
838436,838996
1644062,1173225
545759,744264
383029,654024
919196,434444
744552,721526
1493125,410798
51402,929570
376420,62965
1165362,1693972
892854,930572
373599,1740423
641804,923009
1189673,1017709
535987,498662
1270604,71829
759313,1793016
1757627,1678095
1157950,111749
166744,279080
1245654,143221
123158,585767
1406138,908738
758272,1556511
283574,1013109
1845365,1346633
1647538,1786312
719521,778957
464740,542787
1858541,1752525
1775926,1549649
741158,80769
1797151,1120102
941920,1607792
1071685,1553954
768232,1117512
495227,1381956
499567,744138
454406,1696327
613401,1434883
1109605,722050
1192720,64231
774038,1581432
290598,1316634
318985,864885
529286,1117478
727594,40462
1281132,1136504
1066510,907431
1539001,1788211
751329,589639
294305,243254
625451,994950
72357,1703802
1657740,1214389
1280580,456816
1447088,1568976
891174,1489990
1396242,1315968
1479611,850712
1491837,1540761
359017,641537
685784,1493620
879566,230812
215014,1417787
716398,647245
415880,453801
878254,853753
1056767,1811055
1424374,1704304
1637458,1851307
779408,1726929
1366301,967128
628446,643931
597565,1551833
466563,1655803
348206,958015
268538,425611
923530,1554028
716009,72180
980762,607500
730228,1734732
415344,1215062
1165879,427420
1709684,1078841
1682411,387857
1853127,999414
1630200,1602152
1340038,1731519
996413,534663
334453,1124947
1053942,1784819
1279838,1673995
150075,674473
1515727,787877
329558,257762
419718,900074
1180389,1831817
671303,44983
629366,1204582
233927,1542537
978163,100311
1412687,437171
101147,424035
1737862,688231
1553985,852150
1822476,569532
230817,1068977
641891,814663
1432883,812576
1563759,282632
1050419,1759054
134799,182866
262265,1600851
1761351,229662
989517,165699
379130,1250249
462480,1328606
1140025,1280231
820674,715201
1581024,56094
1290532,1354274
561735,1525845
651798,356505
1307527,607960
1727444,1247510
680210,1097005
256420,987993
1791241,1774326
790496,788444
1693922,935268
1441165,1499778
885927,872690
1726490,577813
1030874,1060727
603197,1400746
1195214,1357461
714652,1714788
1131548,890283
1381256,32793
919808,1214234
302142,1265462
1579796,743877
728793,1153497
1716167,1440006
943615,623495
105028,1455520
217449,1604595
84376,1156758
1805382,1332117
869232,357329
330085,1478213
1359752,288141
1581772,1068656
1102321,1400273
528598,338751
1399959,552416
942872,672068
611359,1166491
1520230,613769
455710,18418
171260,1016377
882855,1186964
607395,1482077
1229760,565892
1118509,136287
863724,1550864
619870,1044369
1537186,187152
976096,1437145
1174598,97801
617215,49470
673824,384405
1515607,1266290
65427,1273899
1569543,380095
199123,875055
388712,17104
990461,689188
1841611,1152513
1426003,576767
812835,206892
1424498,551809
476931,1545037
694089,1433148
124187,1090765
1839093,1817583
146776,1213647
1040505,210157
1403196,1734587
703127,714724
1518389,202584
1276650,655157
279553,1500373
1609956,1784898
1543155,1215777
36821,766869
751713,155581
1824894,233119
1161066,384468
1450209,1343823
712198,1280617
648911,1319110
1180698,1186786
40831,1458990
1229595,865867
1243838,980246
1459651,422157
1446679,1337319
1562686,1048394
1375593,1776490
1088105,1123803
276042,905993
977433,738
433565,1788449
1505706,736883
1398466,1739092
701886,1125305
394091,1014486
651863,170931
1489443,1736593
58554,990105
1219645,1077961
278555,1309623
26077,870569
615362,1250786
1163504,1456179
678463,954899
50599,496619
1736172,1461038
1173147,615456
1720955,345996
515109,266315
1585535,1139599
1827940,1561848
1123623,300450
193787,1763792
321672,1031029
61404,1156242
1460899,1418508
1703028,798934
1525742,1539944
429136,1833567
1676805,895991
834469,534030
129663,1159236
1241570,726787
386603,1648443
369990,386139
697620,1856907
579261,741161
291026,1543986
576335,866801
506314,93552
363343,68787
851906,1692440
152758,322379
1814288,1569540
1584171,793732
568576,1099810
1683402,1412687
692358,1729230
1477586,274025
358911,1221920
1735554,971772
1079091,1476515
1141888,938001
1566569,429159
1330226,1049251
1484449,135348
1061155,133786
915450,1043287
530667,585350
789918,1071022
170228,1724275
606845,1805016
802189,495739
1711426,1485634
939196,995545
1055522,343287
245418,562346
1243738,605611
1606712,1233460
913071,1736203
156518,1031047
715917,1575535
1273330,1138643
1259675,1382434
196239,732278
1604079,768794
213722,699303
491605,1330020
232728,623769
1849817,541425
18292,1706118
786023,41822
454036,1393015
1162345,582193
716637,1283067
886081,1228130
324938,914980
50846,1091555
1266434,1329025
1026935,586354
1277171,807494
537889,430738
438981,1486350
1503614,1852026
1514076,1076287
1073333,860550
680706,1570154
1611128,419936
1700086,1097330
1626676,438442
686368,1203268
289960,167284
161458,693877
1061413,1423489
1356220,790879
1270887,1200331
1382331,1607411
1760652,1834224
171487,741
205252,1056229
426245,902271
531282,942611
1309747,824861
954794,1258251
1693318,1027260
1216189,239084
152372,1599639
1812185,415470
1388843,1109156
59153,1264127
509456,922595
1550226,1240315
211764,1156782
1505375,1725964
1503571,247865
1385089,1322931
1266326,486117
262766,151587
132320,997487
212208,960516
1421039,1459679
1689252,1607292
1729104,1332020
1392670,1783110
1132568,1251690
654328,1658928
366820,771852
1551406,411082
613408,1452490
1218808,1384213
1288117,1207565
1546386,350166
666418,774669
1338543,778823
743569,1757558
1302374,812157
472151,261995
1653035,764380
532939,931532
183856,428513
104925,77757
841082,1111787
80283,1187985
877145,38032
12206,939931
1375813,288842
1211478,1544492
1050601,273824
1207206,1050871
5184,290120
1834785,1609249
12447,588086
1678164,1549723
1251459,346006
896254,1294144
874849,809855
338278,1036031
781833,500365
1753609,463217
1079217,1158162
831200,709274
566525,795877
841472,1092216
1287372,438607
172590,287804
1769146,911342
693000,767356
1534708,712208
194966,115980
1694213,486565
1175441,977224
1756715,1593280
1577345,1061757
537230,962932
351942,1833111
1168035,266052
117489,321639
141715,1574268
239800,418249
700288,1048590
121730,1286612
598293,1832616
1646563,1015465
1028598,55632
1832772,1621382
1591737,1215644
1449201,1112229
290272,765081
1669186,127460
839191,945591
334109,643669
1342222,28645
289799,52071
344622,1137472
375738,457995
106232,1064883
1766916,44033
1193887,535772
1733292,364080
1356474,759942
1434364,1367984
1809180,1104030
719947,1646061
570124,496937
1504221,190457
426819,185905
785337,1315276
1034696,827031
447366,164459
1576335,1201164
969791,1831173
474948,1352025
1145773,1298384
481976,479403
1481144,528611
152685,1728564
954460,1358901
98092,451674
961674,146583
656098,21957
270366,509282
199757,865288
951116,959592
535401,1065405
1273195,1628480
1496660,711219
1275905,1824678
894035,1723588
1339595,1670071
1089312,624730
444508,1266326
1736240,709839
331606,1578943
432738,1777830
889674,516652
881394,200411
64818,715102
47385,380390
127956,1297339
898642,1622114
1243236,476960
1516144,1571164
622704,310482
1544996,1198350
1369801,1432126
758863,771227
1724691,854774
445715,278784
1679572,252503
812847,1450149
453475,560843
1714428,426026
260975,1431760
1129187,738086
245200,938012
1123412,377185
1671069,1438643
1386139,66320
1705733,737308
8115,825670
11673,465210
793653,751557
883834,1536404
1685348,566261
1310897,1509964
438645,351673
735951,1549157
1593867,232391
341963,623449
1278598,42066
1130344,355230
266508,1848240
234959,1412727
1253686,1627329
501660,669490
189024,1748658
1147286,1642778
114796,645901
1658443,688795
538487,1535419
778976,847536
116155,1457208
964334,1684970
1456367,1788661
735485,1810840
1848886,822988
46557,1172374
1396024,1211345
126814,504846
989204,1269967
1063689,1422647
896212,1770413
1508200,1691760
268747,458650
331966,1011518
1579062,524970
1700737,1593402
371072,1700038
73938,46178
2037,871844
1286777,745513
634645,1514067
425715,703498
501711,888050
1017922,179961
1150766,843348
1788263,764390
764703,1499427
306540,277830
1740958,218982
1519903,1581826
1560606,244697
1241371,298218
1431657,1153725
158405,1071433
1167150,589786
1660355,1851894
1823879,1511869
1456418,1221963
58194,941494
548319,820751
204641,153881
455561,612386
251556,353433
1242813,1101719
1356213,1855800
694149,1347718
1439224,776517
609885,991823
835712,381021
1027179,345500
902339,1077776
1083331,510062
445819,989873
1645700,174954
1812398,1482782
1106668,543148
1402315,356082
1198561,725278
740990,788770
380847,215225
1159479,274446
1731556,433548
30029,650278
519998,287138
632086,1209309
974200,713499
4850,1520215
957215,1785685
1675147,1605173
1150371,1278475
1053457,159039
547996,1462662
1489889,691311
520543,609504
525364,848466
479096,1708000
1095474,379616
1408941,920698
1766763,1415728
1654252,1633065
1554434,1336360
998126,670777
808032,992876
1383100,690558
458308,1829725
941456,428384
1394558,1540929
445064,1160398
1702131,1490896
170022,500044
571557,199244
246900,1086083
913706,998757
1012670,1720
1649897,1131873
1092904,853642
1544043,811776
1253977,1703806
548845,890031
765883,1087344
1100153,504636
1301793,1816380
1262197,526238
297776,658908
753460,1149321
156696,236452
1064854,1397373
369365,1625922
1657263,6851
1770936,1137484
1343195,1611701
1381390,851854
1539683,812469
123533,1282440
758878,127502
1521568,1078091
1678803,103983
409405,1003566
136006,166550
402116,732358
1212430,1634623
1550345,1378948
698643,1312937
476738,725710
1198563,1474052
742999,805489
1662620,89961
242783,1859899
433229,1799656
1144867,1013456
1565505,813412
884912,962000
915739,1005648
1165722,1298834
1823691,1280547
252233,73874
1836612,1119682
195987,1624198
1158982,1359181
1676240,639948
26029,1283151
1562167,637632
15783,481420
1347734,797614
777009,1829863
948803,862718
1603020,1046718
1432146,1082754
1570090,1612289
833521,1617166
1219900,1853062
1367471,659962
265241,1480100
1745209,1105704
643014,1653942
556841,1580587
293733,1639753
677534,1255180
1312623,244406
853755,1230348
1741918,1507947
754548,484242
41043,1168773
1655470,1514312
459407,1611858
457150,1346706
49171,1761980
1798017,1118019
1187713,1397335
1657247,1089530
694633,303675
5127,982129
1579045,1701520
1068723,1571554
1781707,1784904
1333193,1555499
712722,968783
1353742,772801
1264766,1510827
326415,145456
1606925,650299
601441,867124
1555718,1277672
246492,543261
1595582,415540
938122,1665913
1646584,974364
742177,1018675
1787819,60751
943548,1831573
1172127,331157
776132,560380
1037647,402160
241058,767118
1820632,358921
1583527,1278262
1279972,1771104
690979,1224261
479815,1382485
1314207,735951
756384,1522452
1182481,205257
118357,972491
758751,1640882
130729,1480597
621911,550465
1782744,1765434
1267411,424597
1716964,957667
1599847,1815065
1356587,1650852
1037288,529665
976095,1382094
1858036,969329
1167331,1385857
1731898,313800
311725,470044
72423,1295331
232314,1325287
1483251,797851
1258418,1478213
1590768,1555317
1645353,1811044
1313314,1285547
126760,755494
233265,138204
1479945,699026
1435105,559413
946655,1669530
927741,695103
1306647,1568056
855991,657888
1553393,1191110
1260736,1795642
1485970,837415
893491,277621
325756,1671519
1159632,1822501
1117748,1592906
1181156,899640
1673874,1374472
1783969,1355501
1004324,412069
800783,878947
1068557,150907
744489,1649153
244753,1758152
10921,1287182
1799518,814143
1088910,718344
1132103,136785
1614297,1437495
840118,164186
130512,226027
431797,1703905
961781,1466306
1518634,560714
1552249,353753
425625,915378
1442223,551221
1763091,1685062
455116,149736
1277297,1720388
877330,1780366
1086786,1570616
1666870,216640
1847691,1643599
249400,368795
329483,859826
710593,874494
1420290,1315406
287296,217201
1149993,1105470
1221615,352671
1594077,1008504
81272,249906
1386753,1307020
1270334,1366757
973678,950624
602703,40205
1497091,267233
911834,695054
1651857,1162385
1403294,1512389
1071463,937079
686555,1344886
784603,1516746
866035,1206714
1700919,1037107
29203,1551721
1176862,511491
348921,686042
570657,1000326
1179791,1509444
735132,844477
1165457,1311794
700661,1715753
1356934,957791
884854,106740
397399,223085
904431,1086801
1414127,575281
767285,592289
1768049,528536
1205945,425220
576298,517396
82303,353592
1703118,824186
1757774,663960
269168,844533
1499755,1358421
1677033,1180389
159746,186561
1402694,624725
668847,1472947
1504675,1151633
631862,71567
898310,707601
1684115,1258266
1724288,960494
169677,915795
65430,1106532
1166177,1540185
856357,1709157
802270,377963
1304250,1613997
519599,1649311
69177,1381985
89145,93037
177460,812215
940654,1777008
651680,646568
1448278,1747281
516133,888637
1775710,1694562
1068427,125512
626130,25301
314379,474564
967462,492043
1603419,1815083
1498482,115760
1835083,1419611
1368701,675491
611033,1516465
997654,354500
1408426,495840
1666565,189275
1183263,558845
1293347,1300260
1444369,1268657
742498,421698
293177,1053124
152954,1591392
467351,1528591
777074,278324
1070316,116839
1391968,1167376
1295596,1845030
927644,1108254
1746506,194086
607080,693757
1305945,737363
622637,1064744
1839962,349587
298752,972530
1258272,1442257
1188917,198088
610566,65441
1056333,220078
954605,1183132
1824773,1771869
1802150,80152
937036,1010085
393914,1358195
532225,627778
1114060,469494
401560,948501
1520341,436466
212432,812917
728696,1651482
645438,23151
1822263,129241
722925,265844
1605186,664907
25340,691829
1154394,992113
726544,178350
823141,375344
1823171,762876
1418782,930192
1392527,581940
367185,1207007
729705,489879
1391784,1070732
1289823,925966
1661144,920603
336587,1688873
1021819,1345398
1711192,885089
1450400,1484790
700127,1223913
1694646,978664
1046282,968673
1600507,1004874
1038662,1381300
853705,1295161
974755,1293712
1021418,1782890
646396,23273
505083,657619
608023,1659764
1243691,641889
1497239,1104676
317679,60898
572691,204638
1852435,1298950
398351,914659
1631863,374626
1528793,155126
1419356,925769
273662,641068
1857614,35548
979848,504396
1428475,1346507
795084,1296125
1737315,1227665
996648,755012
1183921,898106
1227121,152805
900458,1607028
583858,531189
171082,1094098
1720439,713277
1428746,1185197
314954,803250
1122638,1010706
1031513,843462
1223681,799599
623480,454831
796792,1796135
1810090,1043465
1550658,1593720
991102,1069644
1629527,339631
1498111,745280
719122,1015449
753598,1581645
216552,1554460
1140461,715197
283996,1835437
1811857,1671553
1388344,818726
605438,92851
1797645,1188673
1698139,605721
1172513,1480002
1000350,702742
777301,1663188
357238,447251
1030184,10714
897466,1772117
246364,928170
212719,1252952
280011,924313
1857164,952969
1233202,1553137
1605786,474515
1476300,487313
1766431,1636751
79910,367580
907133,959025
620476,694429
1834672,317805
1079107,298753
185067,1543741
564926,1010887
160708,1633876
620773,1214852
729191,1470488
538770,42904
1058044,38837
1204456,896059
730662,1163437
952543,374562
710845,700245
1257195,797992
1556255,787735
1092758,1697554
11407,919441
1052363,1521509
1680699,1516402
1420829,291437
1611574,192832
262366,787422
8015,1155941
1783559,741154
96796,1697764
1416994,340607
1387739,218252
70665,1287226
294058,437361
233961,982610
218626,831142
1241387,1807995
1183780,169536
1811000,435238
863090,1161506
1734056,982177
1605736,131185
1273655,191014
1676798,414292
257295,867525
1327985,184123
1602235,1223295
163352,100879
1399360,596378
297911,922321
998713,124380
1375409,91442
222125,107229
1532902,1806445
1510064,950625
1705217,901676
778885,1023903
1380353,1129323
1491884,1485273
562413,1800227
804705,452837
757528,1259384
131511,313588
252890,1198457
521623,1500848
24215,19592
1158770,432275
861915,1328650
1485091,1195566
1369608,1128374
393365,434096
1077836,1087135
1824560,1119449
1003274,899217
569526,937872
837306,1658070
47850,559510
353435,1243223
1396452,596886
594414,264509
833199,348794
1006664,857767
500128,425287
1737101,1029528
886950,1726400
790848,474599
139841,1445152
29629,1400065
514799,79594
9048,1842789
465439,103081
97006,1192228
1384095,1770712
714763,86584
27502,64446
595076,1055412
866598,855243
1597017,460785
1558806,54281
644645,642233
542010,1188470
54151,1183222
1789558,830495
110556,1116885
956675,1006286
868134,1451301
457331,1028055
398767,1667250
914762,491223
1351460,247982
1308685,411205
1231011,626976
1171690,185964
978987,363340
1722971,770231
1780414,123590
1523405,332446
1238732,503442
802038,1471625
1432328,1554327
341057,1072515
513691,49368
434084,1394912
547490,1749039
110215,1141019
1525897,1304165
1581989,1006193
1266015,1411781
1441358,18168
1786246,577006
242206,411223
753569,1126981
766849,316730
1016859,1297283
1346574,356017
870771,1832634
1037899,1166267
697095,1134124
1096560,1054145
123695,92795
1142978,1514472
1020050,754628
1146680,887162
133747,340466
200547,208137
1609193,785534
399645,936293
682611,1439858
257172,885500
1631361,1752277
1321555,226640
645912,1012249
1465108,1841682
1096407,765615
123570,1014118
991712,1814512
258390,1068541
902483,1249565
1007909,542480
1093017,1043287
1003522,568648
780516,920914
1072667,1749029
1558514,206636
1677517,1060222
1533881,1223055
1373305,704274
138832,1298004
407620,1547348
1279585,1155656
562473,1352844
1546783,25816
497001,837543
1044248,1827023
1117312,622034
1392880,834958
1468806,1735887
1791830,216048
832090,1374659
1298637,1374116
516319,471845
1208433,129579
362457,1006359
171244,443172
175632,448710
635592,1037467
1568084,1591778
222541,32489
224571,3521
436739,1184188
1372582,1607410
663603,1397538
615763,1855919
1604681,757666
1315421,1422034
1422766,520613
483939,1429339
847425,630079
1640396,1659247
485382,397469
925227,193787
654509,896385
1367676,1028362
1073614,1235926
109736,1190727
1835334,1125968
144545,312412
485527,1630811
1132235,1632073
748240,1730974
1011559,798699
231810,1406916
242191,216303
1832555,1152998
1127432,107407
426947,1281538
1243490,970782
89550,523986
1007454,1108534
1760024,1440509
856539,204146
1684910,1076449
657826,1829109
1843114,1815506
1837288,1631436
946546,694703
896116,436225
812080,888816
952730,1532129
1097661,1676577
251804,513437
1328246,899173
1236994,1239169
936086,1131235
1153138,214394
968082,902637
1126980,712947
1628853,322956
1363303,1172672
955207,1197126
1069374,399542
1437431,1537304
412206,993216
752062,1352768
861068,1383223
96196,104150
348056,781582
611603,301372
1267837,1125670
495412,460145
924596,1248080
395641,1529103
361987,1308268
1163461,548881
123072,1460954
1025218,1561048
472616,1657500
239215,1418577
829856,241126
843948,353172
325024,190735
904072,267537
447893,891143
1104243,1115014
1568163,561465
1157606,201261
1262990,1469727
44907,719459
1843775,462878
1111678,101337
854327,611754
1190485,430410
1824223,884269
606887,1692716
1545750,1513303
507564,195149
1205967,1358804
1174849,1677978
121171,229774
58372,902977
637174,69233
663645,732635
135416,1366366
723209,1102933
841148,1502848
462257,1205613
65189,715201
1196096,1535169
1633321,392386
131671,1477115
292086,298135
622189,1190099
1523010,14804
169409,1642035
752280,1186259
1459434,17677
1172009,1661797
1108724,392175
1431604,441898
1549844,642565
1400226,1448357
1287245,1811909
24786,858467
113729,1857975
1111741,1487246
733041,1267855
677341,791471
894868,1453500
594056,149277
1028550,459884
1106426,610366
1070788,579499
358896,1669861
1009149,1503139
1028026,1258302
305466,1637020
1574948,1496540
1654181,967841
1782341,1262600
935277,1807424
127976,1168241
120303,1229636
1451482,1819972
334114,478208
711625,1194607
963608,414630
1812955,981107
925547,646531
1335866,1843802
1554453,1814350
551471,473213
1012339,1231378
1123234,1167668
1061229,731909
1526169,269609
645804,1281452
1614873,806316
1429697,1701785
597502,1021630
1539842,569690
193424,1791239
1104593,1844435
890982,1584580
1360252,342537
611745,1322341
1658211,199064
1831345,1132831
1209747,1754087
872379,1802506
609120,1678463
1335800,1655235
713977,905662
562158,595136
1268499,638861
1612996,1435978
1498243,1347971
854473,790590
1732099,1797674
584191,1099921
1672893,1687355
1621194,1426214
1417016,1614504
727278,292456
939664,314105
787536,1675147
1163195,1108834
540329,1841837
730568,712308
46866,230114
1141526,167464
614053,783300
1084896,1761949
331461,234341
1759940,821803
635580,1365677
471580,825482
841102,512314
1460613,73023
843379,859599
809005,869419
1375703,938465
559797,309985
702403,1613247
1496342,583622
706759,967070
411018,1259005
1549188,308740
1388849,1623
704755,945517
1532187,1685124
1130581,291781
222978,1181646
217320,1373461
1227163,929424
118556,326012
1610329,759796
692743,1366762
406627,939268
1558122,996788
1573479,534450
1180183,1331077
1139181,404592
11270,1815486
352576,1048041
222073,1260197
867784,1471127
53729,609634
755560,645809
486840,1211352
271915,833066
660995,1828660
227472,1380535
460906,1568640
621820,848007
209639,1071696
1004012,1106499
158619,1666595
518644,136265
1676396,1438972
320814,445257
67497,1421003
1667101,1828247
618131,164778
924738,839472
5654,328493
980873,897013
872016,1797704
1662273,763021
734373,1412267
1049986,1416948
12161,1270049
443604,390708
239801,995062
1166139,226783
1303743,958662
1120100,1173430
639569,1512816
35219,524655
543790,488413
1227115,400768
787644,1468209
519561,534932
1319661,1573723
15031,1032626
932465,1300819
225534,61216
1186111,361464
1362173,966034
294017,828191
290120,1211516
747108,1430231
233517,608453
1358623,559880
767973,184585
330871,369683
222590,321320
432069,943114
1076894,1355720
1196253,46386
1307583,280978
831180,1153658
934979,1645104
1483349,347075
149515,1848777
107076,1284888
1636342,138772
1133958,1637164
1179757,1085861
347378,1267872
304608,675937
722242,265862
587739,352388
1488231,1770612
1563395,732121
1419764,344478
71457,131558
424039,26828
909384,722835
555189,602220
476799,1075320
993419,984066
1118641,1363385
265517,1143692
1787381,1263895
417911,266013
454407,1807498
117834,1608695
796100,1226500
207554,1342864
1198350,1635399
1751429,1747598
728277,710878
1261825,1060658
1187275,1603771
925192,101596
101544,1026087
905621,1327782
32188,483095
1518465,523948
1294688,1614953
784364,1144383
1582532,739097
599133,15213
1330729,1787989
558943,513359
642942,1824135
1446726,1442828
788297,828849
1787320,60494
799689,1422788
1428598,929621
951225,576295
409317,1625079
1254058,555532
939044,958278
1632157,1548071
1356541,103529
386885,1235855
1610139,1768790
688849,1218618
308711,1341231
1311145,769857
718401,488828
405199,1586526
778524,315979
749155,227597
488227,1174350
228047,1203597
685230,496720
134736,547501
1403218,380896
1128283,147419
1165640,764098
1788859,1110827
1207886,1537315
1084302,1089319
1536535,1447245
669117,330388
36241,263918
533541,1104032
781716,632513
75112,438664
300942,1130423
1649342,730421
53189,1610707
673728,824683
743802,321769
1470621,526102
621174,1389838
361436,18673
244595,690086
1367914,1599765
777992,742653
160468,1408884
1460297,1311032
1497727,954328
897206,675810
487431,706655
856932,1523458
1417908,1222122
1680650,1446798
493704,451115
904100,1356622
455085,1406899
962876,131938
366120,487514
1837156,1599235
14102,228641
1742008,1690497
836243,1165526
1271391,277857
846527,328766
42882,1669790
114631,264985
542835,1177651
1244681,1104893
1285012,1824269
1352886,1425839
990897,1108728
888547,915855
1854625,1589204
1030539,576485
1094686,1009265
324991,48242
41916,1016955
483349,932438
940815,1190894
1480274,590945
782519,748402
1365051,1545401
8395,2148
3651,172950
971163,992944
1360784,1397668
1578545,1478596
578211,821660
622622,1593689
1022841,131371
1276375,49759
1606031,1692063
1254330,867259
1027644,751536
632943,218520
1540940,1034204
1472484,1463505
173326,574922
1778852,1605612
990722,1515602
1749262,180382
285223,1110670
1800906,183382
744520,1818152
1215377,732263
1511309,1392595
437281,1233417
464571,376197
1335596,1665305
935054,1077979
438516,1599038
1827832,1675554
1770081,68294
970642,1063111
146686,1159226
1697566,1843062
914143,1211748
39344,1390512
353930,1622990
1067805,914536
1619399,1178939
1116671,1197545
184608,1547203
106388,306428
1790232,1543687
610151,313417
1582372,576820
1760878,275583
775530,1091897
813080,98064
401642,1627107
1205340,1014212
977808,304830
37040,1595943
831556,1201332
139412,1294266
1536582,1526112
1087202,1468663
1365259,62265
1249410,960557
184554,1280386
271137,770381
52113,62625
427812,1128608
1299585,614905
1121725,511294
346335,1198752
666050,1086753
508454,574970
1240862,313713
853745,1613830
1106176,1508178
260366,300655
209989,1399039
1049467,894480
1764,908166
1429270,91242
1229173,607901
1047764,625714
501246,679043
989218,274540
1823955,608962
1234249,902284
1157432,1096157
861622,1541291
988587,165992
828866,252063
83914,34831
1487500,1028653
385283,884206
1297105,187296
1734887,672575
1777841,921416
1672804,1328495
270607,503795
213448,1688820
1395345,62422
854526,1208002
1081533,1036529
972857,1579582
1513886,298965
1829290,981646
978606,933852
533311,1410140
1177231,1288803
1372980,1664286
237933,651971
324701,1612311
1353989,673518
800522,1740915
510794,1192592
1469143,452260
1802584,1578007
1818971,1240920
489597,562963
1235412,808447
140185,1098402
685201,211866
914424,221198
439909,955974
1586844,161467
701704,1317913
1419691,1388230
276896,816754
115896,298893
1572216,1060140
1616128,1063388
627779,166010
214848,1682154
339466,230533
1655737,1702981
41540,546260
1791266,593562
1120130,1103058
822063,227207
1027022,1333576
1583343,377706
633659,93070
971515,688357
99509,1738754
888838,925593
264116,690722
1661632,791764
1283163,158039
374116,1535162
348064,627919
225138,1009579
1563162,563771
1097357,68601
813568,899747
158345,33044
1134414,633257
1246233,1040837
896347,724602
352259,397042
64175,649314
1129642,1067625
1461268,1200613
232183,451448
805922,1150175
1397719,936922
1626157,1845270
422057,1253639
1423952,399039
292052,685466
1439300,248019
90376,1748253
1559693,985432
1620216,1017083
1433544,1249514
120585,1845781
635451,721151
980522,669842
564381,570593
787983,623636
1298226,424270
698780,270003
1847152,619208
88195,213375
1856829,1139045
583607,865047
93721,877614
1839832,1209982
1024890,818447
387750,74085
717317,202855
875203,447039
491292,413958
499461,454882
617472,174989
1521304,28739
960688,1767883
957627,582101
138315,374337
1718022,1749237
366962,603074
625024,216316
1089440,992876
80580,1787898
476263,1634870
1014512,1163221
756785,1448228
608523,537116
646084,1181077
817441,959149
217227,576278
1514404,1150654
184463,1392071
431449,1353842
584379,206620
1480184,1544005
845464,536226
1312893,1313760
178540,564292
1162783,1410697
600097,680775
976290,107605
1664786,1273424
424820,710217
1809157,692938
1699945,1487334
117704,460239
148333,654684
96504,1717856
521824,695224
144229,1352045
704545,1684794
1195846,197442
1762645,254954
1466256,116250
580881,598341
1426436,1856091
223140,1222409
1808285,365134
1335435,272427
608057,939914
1674087,846159
838436,3179
80520,1607266
70540,1789256
343488,768716
997873,632225
556596,598081
1609697,1357229
1421348,127870
577736,1074714
1821784,1770183
1181289,1361112
1072553,37459
1271262,1410581
1244846,488751
208689,82268
120061,352687
1253301,549526
813127,1703317
557414,623572
1176514,1646887
1237776,1530352
1850761,1735313
575296,819707
1652913,957658
866328,1043940
1373252,1188280
333454,957973
196554,1783709
824235,1489400
517715,399665
1839476,918432
1622743,465677
1293327,821419
803753,153757
1652003,1704656
336336,648577
1264717,179692
734645,1405349
7831,713661
1039810,153701
1701710,636264
257313,552038
733140,797307
1032675,861117
52525,286436
1064669,1161609
1210590,1326529
1836903,206620
1436897,36673
1474429,702794
612287,1575390
744571,1854192
717299,18051
1398892,1609568
1668490,336128
1775069,368783
1641752,1776465
1818965,502551
564249,1294752
1079446,536777
574008,371990
1081544,980268
1764686,1246638
910202,1838669
989451,1523974
1023025,1103718
1675800,200404
1751074,1486796
1601972,100670
1109334,1113898
1084485,864375
1828621,789368
272585,1064448
1054972,1322620
500430,1814848
522389,581565
1307027,817646
1441243,1460831
